,longueur,v_longueur,largeur,v_largeur,teinte,v_teinte,sucre,v_sucre,eau,v_eau,fibres,v_fibre
cerise641,1.6423742676644275,0.5,2.036473557841426,0.5,91.84594701155646,10.0,11.326426383980563,5.0,77.37987766638437,5.0,2.1344531805600937,0.5
cerise642,2.08523847955082,0.5,1.4830605100078391,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise643,2.0,0.5,2.0,0.5,116.7499525351144,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise644,1.7105037111518184,0.5,1.5293524850076614,0.5,81.41303968565623,10.0,7.827452331027771,5.0,77.5543481601674,5.0,1.8183000699120215,0.5
cerise645,0.6377760754948227,0.5,2.7260238971580355,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise646,2.0,0.5,2.0,0.5,92.3705087111396,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise647,2.1490633891391164,0.5,1.7886929154045696,0.5,98.44337409336144,10.0,11.102810067596554,5.0,88.39551423762651,5.0,1.5925746938326637,0.5
cerise648,1.1105473625069462,0.5,2.673496405862198,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise649,2.0,0.5,2.0,0.5,108.69533256635708,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise650,2.558258314346775,0.5,1.58457080726893,0.5,107.09681979858314,10.0,6.124782556884484,5.0,75.09532902541241,5.0,1.001025401023179,0.5
cerise651,1.7926687996518638,0.5,1.4675415214788914,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise652,2.0,0.5,2.0,0.5,94.15152197018286,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise653,1.8017845866680544,0.5,1.7524418643508077,0.5,83.13225490080168,10.0,10.540426319863482,5.0,88.70880143833025,5.0,1.1623397140442409,0.5
cerise654,2.842116239594495,0.5,2.8894644447253177,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise655,2.0,0.5,2.0,0.5,94.42172283184237,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise656,2.0574830036412655,0.5,1.699475830391518,0.5,77.6140542968409,10.0,17.649635758111664,5.0,80.45227449554669,5.0,1.989970932330793,0.5
cerise657,1.9608062363915593,0.5,2.577830410238833,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise658,2.0,0.5,2.0,0.5,66.5039786801295,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise659,1.2515601791339142,0.5,2.736371907485432,0.5,87.8074165843461,10.0,0.15507668540703,5.0,77.61884202544519,5.0,0.9375330885459885,0.5
cerise660,2.0301841158949925,0.5,2.9771452806098204,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise661,2.0,0.5,2.0,0.5,104.59424320248428,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise662,1.7950667487675949,0.5,2.087724127572925,0.5,86.51837053202199,10.0,8.405557155366424,5.0,79.46604972075819,5.0,1.6311125832302098,0.5
cerise663,2.159137276890826,0.5,1.3172713560315819,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise664,2.0,0.5,2.0,0.5,99.76023469391431,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise665,2.018816316027764,0.5,1.6545067446058175,0.5,91.24333132796434,10.0,14.18809801962708,5.0,77.90271729762974,5.0,2.825506422803521,0.5
cerise666,1.522169356886283,0.5,1.6565216091491872,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise667,2.0,0.5,2.0,0.5,95.85906195125207,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise668,2.1999456918038938,0.5,1.8749031574748525,0.5,110.05263397271995,10.0,13.370973390387391,5.0,78.83996786103135,5.0,1.7657503884005625,0.5
cerise669,2.061472590977795,0.5,1.821222958276428,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise670,2.0,0.5,2.0,0.5,94.09930225114174,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise671,1.5448258234350245,0.5,2.199396505300324,0.5,94.90648213128308,10.0,17.166572883971433,5.0,86.55538004222139,5.0,2.158159277211982,0.5
cerise672,1.4542153313740211,0.5,1.8389802460671028,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise673,2.0,0.5,2.0,0.5,82.22285237093371,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise674,2.0915167823175285,0.5,2.291445962017899,0.5,100.70054207136084,10.0,17.499193381220053,5.0,83.9727916143175,5.0,1.7415844080422347,0.5
cerise675,2.6042143289699236,0.5,1.7659252692502476,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise676,2.0,0.5,2.0,0.5,106.55419173314006,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise677,1.4840993610587923,0.5,1.7343983633394509,0.5,72.63917956221296,10.0,19.255470780335074,5.0,78.27214242502066,5.0,1.96665870207001,0.5
cerise678,1.1290941327165762,0.5,2.2851093554062514,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise679,2.0,0.5,2.0,0.5,71.40694323665801,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise680,2.0205389219840804,0.5,2.1789644804906874,0.5,96.12605292044657,10.0,9.114530708583187,5.0,76.89278480538569,5.0,1.4260655769475032,0.5
cerise681,2.335295449480042,0.5,1.963198705063909,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise682,2.0,0.5,2.0,0.5,94.05112915679106,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise683,1.630693941876991,0.5,2.129705889574968,0.5,94.44146290512158,10.0,5.297064874923353,5.0,87.75333459518781,5.0,1.8618187774699646,0.5
cerise684,2.0179283657529945,0.5,1.6870023965904095,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise685,2.0,0.5,2.0,0.5,73.85000496871133,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise686,2.0651883521278482,0.5,2.394523623575165,0.5,83.62294905617091,10.0,13.164970726031893,5.0,79.8016246509784,5.0,1.8762646984007796,0.5
cerise687,1.9443368221423056,0.5,1.1334910849307847,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise688,2.0,0.5,2.0,0.5,91.16460592742982,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise689,2.3099535030779235,0.5,1.762269383124572,0.5,117.7523144139436,10.0,8.372297193614447,5.0,86.04832013286949,5.0,1.313617297245529,0.5
cerise690,1.6186132972750769,0.5,3.016638884374637,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise691,2.0,0.5,2.0,0.5,97.26565998628988,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise692,2.0118471642425906,0.5,1.374576907326471,0.5,97.55814282671358,10.0,11.877782076286346,5.0,85.87080442848125,5.0,2.1305129394059796,0.5
cerise693,1.6058625875669057,0.5,1.3716071440177213,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise694,2.0,0.5,2.0,0.5,95.27007763444873,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise695,2.6486745479475378,0.5,1.9850917277770164,0.5,109.30635977641181,10.0,13.065372962519382,5.0,74.11874792344199,5.0,1.8604203465539513,0.5
cerise696,1.935182429082539,0.5,2.413945285199742,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise697,2.0,0.5,2.0,0.5,97.01527685092293,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise698,1.6592445300155936,0.5,2.1101103009840814,0.5,68.94813789712879,10.0,12.420722940267314,5.0,83.72714861832534,5.0,1.5730337346343757,0.5
cerise699,1.410960602665384,0.5,1.8391402397876113,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise700,2.0,0.5,2.0,0.5,107.84972125214509,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise701,2.7686925750728397,0.5,1.4927001784274734,0.5,91.46323062572408,10.0,7.5656175893130495,5.0,87.65000400294309,5.0,1.896163166667064,0.5
cerise702,1.5076406380951748,0.5,1.1895718523950811,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise703,2.0,0.5,2.0,0.5,83.90223793204927,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise704,1.4039174127851315,0.5,2.5199211332682783,0.5,103.73995020269525,10.0,4.458760914050692,5.0,87.39705577291207,5.0,1.427473274687072,0.5
cerise705,1.8753994550472204,0.5,1.9145560342164833,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise706,2.0,0.5,2.0,0.5,110.31252046706142,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise707,2.039522300915536,0.5,2.138318634639686,0.5,115.25017064593666,10.0,6.241221478145105,5.0,83.51942139934526,5.0,1.7335712386546573,0.5
cerise708,2.5088637871654456,0.5,2.118726590121105,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise709,2.0,0.5,2.0,0.5,98.298396723789,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise710,1.1711948817611872,0.5,1.902490802003263,0.5,76.68950610886374,10.0,5.204460546378334,5.0,79.26128222414869,5.0,1.1135643787168115,0.5
cerise711,1.8132186501472165,0.5,1.8759797306037436,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise712,2.0,0.5,2.0,0.5,103.58862690938768,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise713,1.929971089863236,0.5,2.6511490846901644,0.5,91.968926518769,10.0,11.902253544729072,5.0,79.48231727196735,5.0,1.9641241665413944,0.5
cerise714,2.6436018263291707,0.5,1.662249572252425,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise715,2.0,0.5,2.0,0.5,123.04234147566369,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise716,2.045678286035342,0.5,1.546334337931939,0.5,94.20428209694957,10.0,5.416926410162202,5.0,81.46463952819363,5.0,1.0228480071407442,0.5
cerise717,1.5931913423965285,0.5,2.0133020286663634,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise718,2.0,0.5,2.0,0.5,103.55838191452334,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise719,2.4048594906720036,0.5,2.931426515057617,0.5,115.24105901258736,10.0,15.234104730531104,5.0,85.32533722291303,5.0,0.8761110380759575,0.5
cerise720,2.869817359795382,0.5,2.3900733441155775,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise721,2.0,0.5,2.0,0.5,100.13482577634771,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise722,4.0441521916444465,0.5,1.7941856331495543,0.5,97.65707366449546,10.0,2.7518646501649684,5.0,80.82923563835395,5.0,1.618234335575622,0.5
cerise723,1.5925665369916573,0.5,2.6569673708137382,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise724,2.0,0.5,2.0,0.5,110.18080789330706,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise725,2.8818185136266488,0.5,1.8575642248518325,0.5,75.95743294473792,10.0,5.515391882010835,5.0,85.52584740301424,5.0,2.0129633718097857,0.5
cerise726,2.3507768348315574,0.5,2.184139690720288,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise727,2.0,0.5,2.0,0.5,105.28706801039627,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise728,1.696210456242333,0.5,2.5855574102808507,0.5,87.094999750636,10.0,21.195635815986954,5.0,87.05287453193858,5.0,1.6666577153682554,0.5
cerise729,2.7760368481591526,0.5,2.4291401178395344,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise730,2.0,0.5,2.0,0.5,83.62817655516182,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise731,1.1951527199781244,0.5,1.642616712307812,0.5,89.1217598385421,10.0,5.289698617262093,5.0,77.87477497853375,5.0,1.2409060850242224,0.5
cerise732,1.7318323267558653,0.5,2.512808583615638,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise733,2.0,0.5,2.0,0.5,100.00715810592872,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise734,2.3339628684207967,0.5,1.5351777460747518,0.5,111.29084524669041,10.0,12.269864614279602,5.0,74.85546405433298,5.0,1.0086977045323229,0.5
cerise735,1.2426164539399727,0.5,1.5330873308178676,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise736,2.0,0.5,2.0,0.5,101.2983123265154,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise737,2.093246299645573,0.5,2.0906770394427676,0.5,100.67045540081995,10.0,-0.8176757499070693,5.0,81.96577376029235,5.0,1.902549738882491,0.5
cerise738,1.7747821833556847,0.5,1.5202162273910527,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise739,2.0,0.5,2.0,0.5,91.67432918332025,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise740,1.750706782290462,0.5,2.0203511758707706,0.5,98.20136962019524,10.0,5.45091052113065,5.0,83.01278020052082,5.0,1.2446948129816375,0.5
cerise741,1.946657629837366,0.5,1.7998451962971609,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise742,2.0,0.5,2.0,0.5,100.38750256620987,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise743,1.7020642387913414,0.5,2.497649658513971,0.5,81.57618299850046,10.0,11.5700034170663,5.0,80.95582673558728,5.0,2.194964083075989,0.5
cerise744,2.318322074800782,0.5,3.3524213463685415,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise745,2.0,0.5,2.0,0.5,78.69725738978494,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise746,1.9433946685381243,0.5,1.6352105699773116,0.5,96.1233404490909,10.0,13.912176465154644,5.0,83.7560775328476,5.0,1.7281312670113427,0.5
cerise747,2.3152219232240876,0.5,2.0085651534649074,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise748,2.0,0.5,2.0,0.5,92.0647361063541,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise749,2.2575304291931753,0.5,1.6046145720064415,0.5,98.58152851152187,10.0,8.451015437462761,5.0,89.80004683354358,5.0,0.052633708384633104,0.5
cerise750,1.6417794249008852,0.5,1.801422541850856,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise751,2.0,0.5,2.0,0.5,107.0047696459707,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise752,1.6150421851144579,0.5,1.9424636928849484,0.5,82.00947250168343,10.0,11.1610489927682,5.0,81.91817583618335,5.0,0.7320183342734352,0.5
cerise753,2.60627118558074,0.5,1.9319656070415008,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise754,2.0,0.5,2.0,0.5,104.93272133343106,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise755,1.9508351949220843,0.5,1.4032596624628402,0.5,96.95075661677274,10.0,13.398175376162142,5.0,81.35091153222642,5.0,1.372259276166622,0.5
cerise756,2.2919449536843604,0.5,1.7946806541421876,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise757,2.0,0.5,2.0,0.5,88.98578216468164,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise758,2.1488297651897703,0.5,2.038375692425219,0.5,103.7768540780217,10.0,17.714098303007148,5.0,89.81043599061209,5.0,1.6068251524229402,0.5
cerise759,2.0005596339321525,0.5,1.5239894714702342,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise760,2.0,0.5,2.0,0.5,89.0748056497226,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise761,2.9320579718856874,0.5,1.9503477957980013,0.5,109.22585127061764,10.0,7.843925366979386,5.0,82.45776830437558,5.0,2.2363776772619097,0.5
cerise762,2.34279873877011,0.5,1.9328483817367001,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise763,2.0,0.5,2.0,0.5,111.29477888871983,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise764,1.6188440142579783,0.5,1.2504020200334773,0.5,81.91879800055897,10.0,11.315636213479367,5.0,77.19437149951172,5.0,1.6744858279440096,0.5
cerise765,1.6039398270211578,0.5,1.9720069798849562,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise766,2.0,0.5,2.0,0.5,79.00181819675599,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise767,1.5707601603012291,0.5,1.7393660404343774,0.5,92.23250706286476,10.0,11.007534971860922,5.0,89.14791348666867,5.0,1.8439110329622128,0.5
cerise768,1.9640133243470124,0.5,1.9487904564890637,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise769,2.0,0.5,2.0,0.5,85.6096653397705,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise770,1.8571679988476775,0.5,2.4822687905678897,0.5,109.31651272887963,10.0,4.646180582917836,5.0,80.7086210502951,5.0,2.00202193147779,0.5
cerise771,2.0041816450594223,0.5,2.4100439756945775,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise772,2.0,0.5,2.0,0.5,99.70772058389285,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise773,2.2319572305328657,0.5,1.4195566621981006,0.5,96.03946265354756,10.0,7.4463511946685985,5.0,84.89356917750239,5.0,0.8523424043374067,0.5
cerise774,2.075428361087933,0.5,2.2718356992244644,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise775,2.0,0.5,2.0,0.5,80.80986961904345,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise776,2.0945788103866345,0.5,1.424510110484714,0.5,88.83156850079233,10.0,8.81350470830511,5.0,77.60363764282408,5.0,1.2903664322911403,0.5
cerise777,1.9965524760113902,0.5,1.858859731194202,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise778,2.0,0.5,2.0,0.5,108.80547374135472,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise779,2.500951799284797,0.5,2.2239487211698354,0.5,80.17936846316834,10.0,5.866561308132478,5.0,77.37513860920816,5.0,1.578535559663682,0.5
cerise780,2.4231993913338914,0.5,1.992777404188692,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise781,2.0,0.5,2.0,0.5,95.31666929022289,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise782,2.2717068393656428,0.5,1.840005020881344,0.5,97.24287833531322,10.0,12.654734416780588,5.0,84.05671012207968,5.0,2.3933017924237814,0.5
cerise783,1.9963915106565324,0.5,2.432313114611555,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise784,2.0,0.5,2.0,0.5,90.14740324277345,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise785,2.3375457592447786,0.5,2.391665499847621,0.5,84.47422682980262,10.0,9.50793518234795,5.0,89.2184755921493,5.0,1.6377053986445917,0.5
cerise786,2.249621356245244,0.5,1.1930790417002728,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise787,2.0,0.5,2.0,0.5,108.09576624211964,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise788,2.404838813949097,0.5,2.3000489404797078,0.5,72.97629658925884,10.0,12.095601832503682,5.0,93.62486979476179,5.0,2.0721275232665954,0.5
cerise789,2.255755346336784,0.5,2.3496059907110016,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise790,2.0,0.5,2.0,0.5,89.02665161351341,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise791,2.973359539177002,0.5,2.618410442956627,0.5,92.10308491966353,10.0,5.730377681014728,5.0,87.26871795418809,5.0,2.1518207202765947,0.5
cerise792,1.998355939723094,0.5,0.9051241347421812,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise793,2.0,0.5,2.0,0.5,93.7456279302805,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise794,2.3487579021872524,0.5,4.219585613754943,0.5,110.784601403975,10.0,17.052160415464137,5.0,89.95914424097234,5.0,1.5985822211146168,0.5
cerise795,1.2644277338337502,0.5,1.4187487673450303,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise796,2.0,0.5,2.0,0.5,97.27461024461218,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise797,2.530791164180161,0.5,2.1096716955614854,0.5,92.79014891597622,10.0,14.77512118254943,5.0,87.53752645129615,5.0,2.082848106188465,0.5
cerise798,2.1174320727304314,0.5,1.6691699757106024,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise799,2.0,0.5,2.0,0.5,101.74315101752262,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise800,2.086709219605559,0.5,2.3668048344691606,0.5,89.58703529328004,10.0,5.045322664471135,5.0,80.37219779201776,5.0,1.7720578669600215,0.5
cerise801,1.8117533063615554,0.5,2.2731476389365675,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise802,2.0,0.5,2.0,0.5,109.06237981125075,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise803,1.7964346475157735,0.5,1.4618356971600739,0.5,93.84730454319994,10.0,9.960541772015032,5.0,86.43086568031615,5.0,2.196856195865938,0.5
cerise804,2.221944499944505,0.5,1.7048212431676513,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise805,2.0,0.5,2.0,0.5,103.59737129448382,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise806,2.1825039755296083,0.5,2.1648299732750047,0.5,103.83974929574639,10.0,5.244629646979837,5.0,82.0459152310753,5.0,1.2343987415285649,0.5
cerise807,2.5102211661231633,0.5,0.8910402165436444,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise808,2.0,0.5,2.0,0.5,93.61666479284978,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise809,2.044420752014379,0.5,2.1783911549536215,0.5,87.1990575581954,10.0,10.234292365883954,5.0,84.35676222348266,5.0,0.1666609708771074,0.5
cerise810,2.6536181704129476,0.5,1.3490266226028478,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise811,2.0,0.5,2.0,0.5,81.36931653077264,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise812,1.9480852962386725,0.5,2.771163114288702,0.5,94.58756500464204,10.0,11.26309376067872,5.0,93.65400089129746,5.0,1.575503491769189,0.5
cerise813,2.416044084088435,0.5,2.164012383983962,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise814,2.0,0.5,2.0,0.5,81.44205805100736,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise815,1.053498293380851,0.5,2.6852175300886056,0.5,109.30601488483619,10.0,21.84112777125941,5.0,73.94597003403126,5.0,1.66032507786807,0.5
cerise816,2.224554402253047,0.5,2.4614496693269277,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise817,2.0,0.5,2.0,0.5,80.06686856542207,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise818,2.6929254327615357,0.5,2.4514718592820293,0.5,107.01279159240654,10.0,11.950538493161963,5.0,82.14821946128899,5.0,2.059370405779845,0.5
cerise819,2.8094097546200003,0.5,2.4680949236659844,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise820,2.0,0.5,2.0,0.5,98.64144520198268,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise821,2.125796232025436,0.5,2.5004631044864425,0.5,98.86139619275491,10.0,15.21817359591034,5.0,88.40179184087097,5.0,2.0498523323513407,0.5
cerise822,1.5659197476578521,0.5,1.6084306538752369,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise823,2.0,0.5,2.0,0.5,96.02858083460761,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise824,2.260682859239137,0.5,1.6166952837975546,0.5,105.37340809268267,10.0,8.059686410576434,5.0,91.16571561664863,5.0,2.1013914488150456,0.5
cerise825,1.407928073360119,0.5,0.8595135506006957,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise826,2.0,0.5,2.0,0.5,115.37357167267957,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise827,2.603216341969263,0.5,1.4436384895425811,0.5,90.22627268732751,10.0,5.802732597676855,5.0,87.03795762964614,5.0,1.8223023014922697,0.5
cerise828,2.188929732510003,0.5,2.3478357729568207,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise829,2.0,0.5,2.0,0.5,119.07486441779719,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise830,1.6011808180796046,0.5,1.6493839559721764,0.5,81.241119922807,10.0,2.780512610781047,5.0,75.6598011863763,5.0,1.7612394624246677,0.5
cerise831,2.1642656623239813,0.5,1.366615650538195,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise832,2.0,0.5,2.0,0.5,94.83360272373834,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise833,2.3241056813217895,0.5,2.3111429996270867,0.5,86.51149966966621,10.0,7.958493572086079,5.0,90.14861473166098,5.0,2.323402182053566,0.5
cerise834,3.1109608451993456,0.5,2.265836819570692,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise835,2.0,0.5,2.0,0.5,104.42843350720715,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise836,1.5571967129720017,0.5,2.238378166850481,0.5,79.73573028185191,10.0,12.179113277983664,5.0,89.52828471028003,5.0,0.7051165624622461,0.5
cerise837,2.9731517950093247,0.5,2.0914228939788497,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise838,2.0,0.5,2.0,0.5,90.46595310818886,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise839,2.22047679489178,0.5,1.6479421269905659,0.5,85.6221724600563,10.0,18.836803551410494,5.0,90.0386780440937,5.0,1.7448601570626343,0.5
cerise840,1.359110380039262,0.5,1.8971817433504916,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise841,2.0,0.5,2.0,0.5,98.61220398021487,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise842,2.482519696928064,0.5,1.3047093001533479,0.5,94.0788316107043,10.0,18.93194731606851,5.0,89.42458437544306,5.0,1.598480341159544,0.5
cerise843,2.770550141215459,0.5,2.335283280764749,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise844,2.0,0.5,2.0,0.5,74.30905808571453,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise845,1.7363157252261845,0.5,2.372456891629227,0.5,93.99581489094723,10.0,18.938939703132725,5.0,82.87414820283621,5.0,2.9932187436672995,0.5
cerise846,1.8431185318307433,0.5,2.5026605685776744,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise847,2.0,0.5,2.0,0.5,80.60193983416197,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise848,1.9359327802025557,0.5,2.317232474769054,0.5,93.0856091335122,10.0,11.711058564822634,5.0,80.20649763053254,5.0,1.2498462198495703,0.5
cerise849,2.7794392641724714,0.5,1.1974178318701614,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise850,2.0,0.5,2.0,0.5,100.3471801692121,10.0,11.6,5.0,83.6,5.0,1.7,0.5
