StarSpctr;OtherPlanets;Position;SemiMajorAxis;OrbitalExc;OrbitalInc;OrbitalPeriod;AxisIncl;Moons;Diameter;Density;Magnetosphere;AtmPressure;Albedo;DayPeriod;Tmin;Tmax;PH2O;PHe;PCH4;PH2;PN2;PO2;PAr;PCO2;PSO2;PK;Type
6;3;2;1.8796;0.004;1.18;1110.55;6.66;2;15044;8.73;170.83;2.24;0.36;1.193;-170;-107;0;0.6;0;7.2;57;27.8;0.5;6.9;0;0;i
2;0;5;5.7769;0.0045;0.708;10810.03;0.3;2;14725;4.02;74.51;0.83;0.23;2.532;-105;19;0.8;0;0;0;61.9;34;2.5;0.8;0;0;t
2;0;2;2.4308;0.0015;2.608;4334.19;32.4;2;6483;4.98;35.22;0.21;0.17;4225.835;-125;-80;0;0;0;0;0.3;0;0;99.7;0;0;d
10;9;7;4.6665;0.0178;4.995;4839.91;42.86;6;21751;5.09;119.23;1.94;0.24;2.044;-216;-83;0;0;0;0;2.6;0;0;97.4;0;0;d
9;10;7;3.889;0.0011;3.135;3468.14;27.19;1;20868;7.64;176.16;2.66;0.37;0.65;-75;163;1.1;0;0;0;2.8;0.8;0.3;95;0;0;d
6;0;3;2.7041;0.009;1.273;10010.08;32.12;1;3500;6.07;2;0.03;0.46;1.712;-190;6;0;0;0;0;0;0.02;0;0;0;0.01;r
10;4;3;1.8162;0.0111;1.176;3506.5;40.16;0;4522;6.29;2;0.07;0.43;0.269;-208;-6;0;0;0;0;0;0;0;0;0;0;r
5;3;2;2.0811;0.0028;0.001;64.98;22.9;7;322312;1.22;550.51;1.58;0.45;60.951;-129;20;0.1;5.1;1.4;91.6;0;0;0;0;1.8;0;g
1;4;4;4.8543;0.0093;2.483;31921.76;80.24;0;3538;2.5;12;0.03;0.51;4.134;-208;47;0;0;0;0;0;0;0;0;0;0;r
2;3;3;3.7474;0.0024;0.058;433.87;19.37;4;149574;2.88;566.16;4.31;0.38;0.785;-187;73;0.1;12.9;1.4;83.7;0;0;0;0;1.9;0;g
5;1;7;7.0755;0.0493;1.299;71439.16;9.31;0;3500;4.28;11;0.05;0.41;0.565;-121;84;0;0;0;0;0;0.01;0;0;0;0;r
6;1;4;3.6305;0.017;4.86;4201.04;17.86;3;15155;7.46;145.47;1.75;0.33;0.814;-10;5;0;1.7;0;12.6;58.2;22.4;3.4;1.7;0;0;i
4;1;1;1.0363;0.0001;2.503;252.79;37.79;5;19937;7.78;208.26;3.58;0.4;0.507;-44;5;0;0.8;0;33.4;56.3;1.6;3.2;4.7;0;0;i
2;2;4;4.9903;0.0075;0.006;2783.07;20.4;5;42686;1.82;104.32;1.43;0.36;2.033;-190;-107;0.1;6.8;1.1;92;0;0;0;0;0;0;g
7;2;7;6.3852;0.044;1.341;36641.92;11.06;0;5526;3.27;10;0.05;0.09;1.093;-108;97;0;0;0;0;0;0;0;0;0;0;r
8;1;8;5.6626;0.0146;1.136;789.32;43.06;2;195502;3.65;1009.21;2.17;0.39;0.462;-206;39;0.3;5.1;0.4;91.5;0;0;0;0;2.7;0;g
5;6;4;4.2047;0.0033;0.322;583.64;12.73;8;137702;2.64;514.14;2.29;0.36;0.877;-170;-21;0.1;12;0.4;87.5;0;0;0;0;0;0;g
8;9;3;2.4066;0.0006;1.207;7841.02;70.12;0;3500;6.06;7;0.01;0.42;0.366;-71;171;0;0;0;0;0;0.01;0;0;0;0;r
6;7;5;4.4443;0.0034;0.073;5275.43;8.58;1;17842;2.77;62.84;3.02;0.36;0.819;-158;-30;0.3;18.5;1.8;79.4;0;0;0;0;0;0;g
4;1;10;10.6865;0.1;0.024;127730.96;1;0;4717;7.53;7;0;0.7;1.375;-252;77;0;0;0;0;0;0;0;0;0;0.01;r
6;6;7;6.3385;0.0494;2.578;8215.25;29.06;8;24428;4.98;132.71;2.77;0.33;2.287;-93;25;2.2;0;0;0;4.8;0;0;93;0;0;d
4;3;7;8.2665;0.02;2.49;18718.96;33.03;1;17681;4.77;90.83;1.29;0.31;0.419;-168;-33;0;0;0;0;3.8;0.1;1.6;94.5;0;0;d
4;3;9;9.5091;0.0774;1.714;131017.5;40.95;0;3552;3.87;9;0.04;0.05;2.221;-197;82;0;0;0;0;0;0.01;0;0;0;0.01;r
2;3;7;8.8556;0.0077;2.525;23850.46;14.93;1;15733;7.72;134.2;1.6;0.4;1.222;-100;88;0.1;0;0;0;4.6;0;0;95.3;0;0;d
3;0;6;7.2888;0.0196;4.508;17128.31;4.51;0;15022;5;88.24;1.09;0.41;1.911;-237;-160;0;0;0;0;1.2;0.5;1.3;97;0;0;d
6;1;2;1.9805;0.0029;2.393;1260.83;44.59;5;14756;5.09;82.99;0.89;0.15;1229.309;-138;-80;0;0;0;0;2.9;0.4;0;96.7;0;0;d
5;3;10;9.8697;0.0196;0.005;8266.59;32.56;1;56974;2.78;203.64;2.11;0.29;1.067;-191;-143;0.3;9.6;0.7;89.4;0;0;0;0;0;0;g
10;3;8;6.0236;0.0086;1.507;6360.83;6.67;5;27273;2.78;94.23;3.33;0.4;0.809;-205;-114;0.2;16.8;0.8;82.2;0;0;0;0;0;0;g
4;0;3;3.2142;0.0048;1.788;1790.45;12.36;4;27530;2.91;98.42;3.55;0.35;0.269;-165;233;0;7.1;0.5;89.8;0;0;0;0;2.6;0;g
5;1;6;5.9761;0.0162;1.131;5975.5;76.86;5;28851;0.77;24.12;0.93;0.39;1.836;-193;-134;0.2;8.8;1.8;89.2;0;0;0;0;0;0;g
7;7;6;5.1092;0.0123;2.458;8398.01;44.67;3;14943;3.36;59.69;0.77;0.27;2.976;-96;20;1.6;0;0;0;0.8;0.8;1.23;95.57;0;0;d
4;2;5;5.3639;0.047;1.37;39817.84;19.22;0;3600;3.27;1;0.02;0.15;2.885;-181;91;0;0;0;0;0;0.01;0;0;0;0.01;r
4;2;5;5.0504;0.0229;0.416;4974.91;12.03;4;24880;4;136.41;1.45;0.37;2.705;-11;20;2.3;0;0;0;69.4;25;2;1.3;0;0;t
5;3;10;10.0376;0.0901;3.023;37181.65;31.84;1;14135;7.5;148.27;1.69;0.26;0.802;-217;-206;0;1.4;0;1.9;55.3;33.1;6.7;1.6;0;0;i
5;5;8;8.2191;0.0357;2.408;16231.38;23.19;3;20501;5;121.86;2.05;0.39;0.603;-125;-36;0;0;0;0;1.3;0.6;1.9;96.2;0;0;d
5;2;9;9.0149;0.0859;1.366;120607.87;35.33;0;3500;7.98;5;0.07;0.8;0.814;-180;171;0;0;0;0;0;0.02;0;0;0;0.01;r
7;7;8;6.491;0.0078;1.267;55694.6;62.32;0;3619;6.69;13;0.01;0.52;0.404;-155;105;0;0;0;0;0;0.02;0;0;0;0;r
5;2;1;1.0372;0.0011;1.07;1464.06;17.22;0;3500;4.31;1;0.04;0.07;1322.046;-147;37;0;0;0;0;0;0.02;0;0;0;0;r
3;0;6;6.8735;0.0152;0.863;62943.78;18.57;0;3619;4.56;1;0.07;0.37;0.426;-149;111;0;0;0;0;0;0.02;0;0;0;0.01;r
4;0;4;4.1131;0.005;1.951;792.16;30.38;3;101914;3.71;507.74;3.19;0.44;0.605;-147;292;0.3;9.3;0.3;86.9;0;0;0;0;3.2;0;g
5;3;3;3.0435;0.0108;2.5;4033.63;18.12;2;11023;7.95;91.92;0.85;0.32;0.565;-223;-90;0;0;0;0;2.9;0.8;0;96.3;0;0;d
5;1;2;1.9352;0.002;0.018;1877.73;26.49;0;9489;5.79;67.62;0.52;0.23;0.777;-140;-73;0;0;0;0;5;1.1;1.3;92.6;0;0;d
6;6;9;8.3606;0.09;1.611;104223.51;1.08;1;3500;5.98;8;0.09;0.34;0.827;-237;123;0;0;0;0;0;0;0;0;0;0.01;r
6;3;3;2.8231;0.0052;0.155;2071.49;26.84;1;18364;1.6;34.42;2.27;0.34;2.321;-130;23;0.3;8.1;0.5;89.7;0;0;0;0;1.4;0;g
5;0;1;0.9987;0.0006;2.65;315.83;2.37;2;15004;7.5;155.81;1.97;0.32;295.301;-58;5;0;2.7;0;28.3;44.3;6.7;7.1;10.9;0;0;i
7;9;4;3.6374;0.0059;0.026;759.77;83.72;6;81672;3.48;389.79;2.19;0.44;0.658;-198;-69;0.2;18.7;0.6;80.5;0;0;0;0;0;0;g
6;2;8;7.3127;0.076;2.413;18394.82;40.9;1;14939;9.99;192.03;2.24;0.38;0.898;-136;-118;0;1.8;0;19.1;42.6;15.9;7.4;13.2;0;0;i
7;5;9;6.8828;0.0006;1.252;64304.74;20.1;0;3500;3.04;4;0.07;0.47;0.579;-236;10;0;0;0;0;0;0;0;0;0;0.01;r
7;7;2;1.7124;0.0028;1.829;335.57;15.19;7;41362;3.24;179.96;3.13;0.44;0.694;-152;64;0.1;8;2;89.1;0;0;0;0;0.8;0;g
10;8;5;2.7838;0.0175;1.219;10700.62;35.78;2;3500;4.33;11;0.08;0.13;1.301;-173;29;0;0;0;0;0;0.01;0;0;0;0.01;r
6;1;10;8.8259;0.1001;1.392;114364.35;52.2;0;3594;7.96;9;0.09;0.39;0.884;-240;-11;0;0;0;0;0;0;0;0;0;0;r
7;1;1;0.8326;0;3.405;617.79;35.53;0;5328;9.01;64.45;0.29;0.26;598.021;-112;-35;0;0.26;0;8.64;77.45;5.2;0.15;8.3;0;0;i
5;1;10;10.4979;0.0919;0.175;38671.35;4.86;1;14901;9.87;185.13;2.09;0.36;1.196;-100;-83;0;1;0;34.4;47.8;0.6;9;7.2;0;0;i
6;7;5;4.725;0.011;2.488;5455.05;26.58;5;19696;5.13;120.12;1.78;0.28;1.017;-112;38;2;0;0;0;3.3;1.2;0.2;93.3;0;0;d
5;4;9;9.4494;0.0592;2.535;18075.42;7.08;5;24943;9.23;296.23;5.65;0.41;0.799;-227;-208;0;2.5;0;6.2;45.7;28.8;7.3;9.5;0;0;i
6;9;7;6.121;0.0343;0.002;2361.79;50;6;78000;1.54;164.74;1.11;0.36;1.461;-158;-38;0.3;14.2;0.6;84.9;0;0;0;0;0;0;g
3;0;10;10.9673;0.0626;0.499;111915.43;37.47;0;5444;7.42;5;0.04;0.51;0.841;-160;64;0;0;0;0;0;0.01;0;0;0;0.02;r
8;8;7;5.9917;0.0351;0.001;1013.59;17.77;6;181085;1.07;265.73;0.93;0.4;2.813;-170;-110;0.1;13.4;1.6;84.9;0;0;0;0;0;0;g
4;2;10;11.7699;0.0913;0.358;206819.06;74.5;0;3500;7.99;7;0.04;0.43;0.692;-156;190;0;0;0;0;0;0.02;0;0;0;0.02;r
6;5;10;9.4922;0.1001;2.708;135831.92;23.59;0;3500;4.75;2;0.05;0.77;1.93;-242;127;0;0;0;0;0;0;0;0;0;0;r
5;4;2;2.0275;0.0028;2.508;805.47;38.17;3;24301;6.74;171.81;3.02;0.42;1.532;-201;237;1.8;0;0;0;1.9;0;0;96.3;0;0;d
8;3;2;1.4625;0.0001;1.458;2042.36;31.98;0;5010;5.79;38.95;0.16;0.42;1948.411;-130;-100;0;0.32;0;4.99;74.6;3.8;0.99;15.3;0;0;i
7;7;2;1.8081;0.0026;2.503;1482.69;18.07;3;10511;8.87;122.57;1.07;0.38;0.939;-63;5;0;0.7;0;19.5;38.4;15.5;9.4;16.5;0;0;i
5;5;5;4.7421;0.0112;2.503;9580.59;5.54;3;11249;9.3;133.15;1.07;0.42;0.859;-210;-179;0;1.9;0;21.5;53.6;13.5;5.7;3.8;0;0;i
9;5;1;0.6517;0.001;2.498;146.3;12.82;0;13893;4.69;82.02;0.97;0.38;0.436;-199;-121;0;0;0;0;4.8;0.5;0;94.7;0;0;d
7;6;4;2.8991;0.0035;0.095;113.91;86.48;5;351584;3.67;1732.71;2.51;0.45;0.623;-157;226;0;11.3;0.9;85;0;0;0;0;2.8;0;g
9;10;8;5.1855;0.0744;0.508;9291.86;37.01;1;14924;4.96;90.07;0.98;0.36;0.74;-154;15;0.8;0;0;0;0.3;0.9;0;98;0;0;d
7;9;3;2.2513;0.0062;2.795;2130.26;1;1;11389;9.9;141.92;1.31;0.33;0.541;-14;5;0;1.9;0;14.5;48.2;20.5;5.8;9.1;0;0;i
9;7;1;0.7644;0.0014;1.738;190.93;42.51;3;14628;4.41;80.3;1.03;0.37;186.157;-106;126;1.4;0;0;0;2;0.1;0;96.5;0;0;d
5;4;7;6.8588;0.0114;4.073;19428.72;17.39;3;11635;5.05;62.45;0.64;0.18;0.796;-170;-94;0;0;0;0;0.8;0;0;99.2;0;0;d
2;2;3;3.8965;0.0004;1.041;20604.76;87.3;0;3500;4.3;3;0.05;0.47;1.992;-67;114;0;0;0;0;0;0.01;0;0;0;0.01;r
9;7;7;5.068;0.0374;2.438;8423.94;6.81;1;15031;5.6;91.83;1.03;0.46;2.04;-228;-131;0;0;0;0;1.5;0;0.9;97.6;0;0;d
6;0;8;7.5429;0.1277;1.323;88486.37;13.99;1;3500;3.88;6;0.09;0.19;1.646;-173;17;0;0;0;0;0;0.01;0;0;0;0.01;r
1;6;7;8.9789;0.0506;2.563;25700.76;20.18;1;15699;4.79;84.14;1.19;0.21;0.395;-116;-57;0;0;0;0;3.8;0.7;0.9;94.6;0;0;d
8;9;1;0.6192;0.0006;2.503;166.41;32.42;2;15004;8.66;179.91;2.63;0.67;162.749;179;337;0.1;0;1.8;0;10.9;1.3;0;36.1;49.57;0.23;l
5;1;6;6.0291;0.0582;1.363;52361.47;43.06;0;3500;3.62;4;0.07;0.21;2.473;-102;91;0;0;0;0;0;0.02;0;0;0;0.01;r
5;2;2;2.0291;0.0015;2.438;1313.75;7.7;5;14983;4.99;80.52;0.88;0.21;1.847;-142;-84;0;0;0;0;4.8;0.6;2.11;92.49;0;0;d
8;7;4;3.34;0.006;1.28;4303.46;26.53;2;12283;7.53;104.78;1;0.32;0.998;-114;-58;0;0;0;0;1.3;1.2;0;97.5;0;0;d
8;9;7;5.7806;0.0508;2.591;46925.54;18.9;0;3562;6.36;6;0.07;0.5;1.384;-200;93;0;0;0;0;0;0;0;0;0;0;r
4;0;3;3.261;0.0077;0.617;14538.65;12.83;2;3500;3.72;9;0.07;0.26;2.41;-231;-64;0;0;0;0;0;0;0;0;0;0;r
6;1;1;0.9103;0.0009;0.034;1120.19;18.3;1;3500;4.58;8;0.08;0.24;1065.301;-76;103;0;0;0;0;0;0.02;0;0;0;0.01;r
4;0;6;6.5907;0.0028;2.37;13899.89;25.04;5;14880;5.03;98.4;1.23;0.37;0.868;-221;-176;0;1.6;0;7.5;55.5;27.5;2.3;5.6;0;0;i
4;1;5;5.1685;0.0281;2.26;8691.34;19.3;0;15016;5;98.71;1.08;0.25;1.163;-45;5;0;0.9;0;20;44.8;15;4.6;14.7;0;0;i
10;4;7;3.6444;0.0251;0.85;3739.32;6.38;4;17212;2.55;48.28;2.73;0.32;0.197;-199;39;0;15.3;1.1;83.5;0;0;0;0;0.1;0;g
7;1;7;6.0064;0.0501;1.029;51522.78;35.19;0;3500;4.31;11;0.02;0.39;0.356;-203;-7;0;0;0;0;0;0;0;0;0;0;r
9;10;7;4.3078;0.0036;2.083;5840.06;17.72;2;15197;7.65;147.96;1.78;0.43;1.192;-107;-95;0;1.8;0;14;52.3;21;1.9;9;0;0;i
8;10;10;7.188;0.0634;1.633;3438.82;41.84;3;76104;2.24;236.23;2.34;0.4;0.402;-158;96;0.3;10;1.1;84.6;0;0;0;0;4;0;g
2;0;4;5.0934;0.0189;4.563;8256.43;3.37;1;15207;5;102.09;1.39;0.43;1.658;-186;-154;0;1.1;0;10.8;39.3;24.2;6.8;17.8;0;0;i
3;0;10;11.9801;0.1076;2.412;218185.99;54.18;0;3500;5.83;4;0.02;0.61;1.62;-218;86;0;0;0;0;0;0;0;0;0;0.01;r
2;2;3;3.9226;0.0107;2.375;8339.04;5.08;1;8856;5.29;56.35;0.37;0.17;0.707;-78;-21;0;0;0;0;4.3;0;0.11;95.59;0;0;d
8;3;6;4.8668;0.0056;0.02;414.36;76.62;6;283202;3.84;1506.96;2.29;0.33;0.549;-216;24;0.3;14;1.1;80.7;0;0;0;0;3.9;0;g
5;3;6;5.6714;0.0496;2.498;10892.49;1.63;4;14753;5.3;101.7;1.19;0.41;1.688;-161;-120;0;0.6;0;16.8;53.2;18.2;9.9;1.3;0;0;i
9;5;3;2.1401;0.012;0.805;1474.47;8.62;4;14908;4.97;90.15;1.07;0.32;0.648;-175;-92;0;0;0;0;0.4;0.6;2.2;96.8;0;0;d
4;2;6;6.8236;0.0351;0.733;14968.63;42.55;1;15297;2.17;35.75;0.49;0.17;0.895;-168;-111;0;0;0;0;4.9;1.1;0;94;0;0;d
10;8;8;5.2313;0.0201;2.483;5407.73;27.69;5;24522;4.85;126.42;2.63;0.17;1.152;-191;100;1.8;0;0;0;2.5;0.4;0;95.3;0;0;d
4;3;9;9.5984;0.0009;0.422;13890.2;27.93;4;31522;3.28;122.59;3.64;0.36;0.681;-191;45;0.3;16.1;2;81.5;0;0;0;0;0.1;0;g
8;9;6;4.8272;0.0504;2.755;8467;12.16;2;13753;6.31;110.45;1.16;0.26;1.728;-127;-79;0;0.8;0;25.2;43.3;9.8;0.9;20;0;0;i
8;5;2;1.4271;0.0013;0.148;51.92;24.36;4;186496;0.66;174.08;0.57;0.43;1.109;-159;-128;0.2;6.2;0.3;93.3;0;0;0;0;0;0;g
3;0;1;1.1769;0.001;2.498;442.16;12.9;5;14889;5;93.71;1.22;0.25;427.127;-104;81;0.5;0;0;0;2.8;0;2.8;93.9;0;0;d
2;0;10;12.4043;0.0309;0.321;9641.31;55.84;3;78194;2.31;247.72;2.34;0.4;0.923;-193;9;0.3;20.7;0.4;77.3;0;0;0;0;1.3;0;g
4;3;7;8.1603;0.0797;1.981;98023.09;41.78;0;3505;5.7;2;0.05;0.56;1.801;-104;92;0;0;0;0;0;0.01;0;0;0;0.02;r
4;3;1;1.0307;0.0005;2.52;338.37;22.53;5;15369;6.77;119.33;1.56;0.3;1.462;-39;56;0.7;0;0;0;1;0.2;2.2;95.9;0;0;d
3;0;1;1.2033;0.0015;1.681;1967.28;40.88;0;3500;3.43;5;0.1;0.24;2140.401;-65;148;0;0;0;0;0;0.02;0;0;0;0.02;r
5;5;6;5.9676;0.0566;1.428;41041.4;44.52;1;4367;2.73;14;0.05;0.15;3.864;-214;-32;0;0;0;0;0;0;0;0;0;0;r
4;3;8;9.2235;0.0056;1.395;116064.57;20.37;0;3500;7.3;3;0.08;0.08;0.671;-221;120;0;0;0;0;0;0;0;0;0;0.01;r
5;3;4;4.1358;0.0086;1.274;16791.64;30.21;0;4875;6.45;15;0.09;0.39;0.884;-232;-5;0;0;0;0;0;0;0;0;0;0;r
3;0;7;8.0384;0.069;2.498;21936.46;24.23;2;15023;2.02;35.23;0.42;0.15;4.98;-149;-86;0;0;0;0;2.1;0.4;0;97.5;0;0;d
9;7;3;2.1843;0.0101;0.515;1533.79;35.46;4;14892;4.74;88.85;1.12;0.44;1.973;-84;10;1.9;0;0;0;4.3;1.3;2.7;89.8;0;0;d
10;4;1;0.6386;0;0.014;549.25;4.99;0;3500;7.97;7;0.03;0.26;604.175;-60;132;0;0;0;0;0;0;0;0;0;0;r
8;6;5;3.8148;0.025;2.384;13811.52;30.97;0;5128;7.4;9;0.08;0.26;0.777;-240;-1;0;0;0;0;0;0;0;0;0;0;r
8;4;8;5.9624;0.0662;1.267;51648.04;7.64;0;3500;7.08;4;0.05;0.71;1.447;-155;179;0;0;0;0;0;0.02;0;0;0;0;r
1;5;2;2.8622;0.004;2.503;7498.17;59.02;2;5226;4.13;4;0.09;0.21;0.449;-117;150;0;0;0;0;0;0.01;0;0;0;0;r
5;0;2;2.0308;0.0072;1.457;5635.57;60.42;0;3500;4.26;2;0.01;0.12;1.706;-166;42;0;0;0;0;0;0.01;0;0;0;0.01;r
9;2;3;2.1518;0.0084;0.05;1460.79;25.17;2;15178;5.12;94.56;1.15;0.46;1.671;-87;49;0.3;0;0;0;4;0.1;2.9;92.7;0;0;d
8;7;4;3.1992;0.0011;0.002;1167.57;61.2;5;41071;0.86;49.45;0.87;0.36;2.572;-166;-66;0.2;9.1;1.5;89.2;0;0;0;0;0;0;g
4;0;8;9.3315;0.0631;0.043;126088.42;11.32;0;3500;4.01;6;0.05;0.25;1.344;-106;145;0;0;0;0;0;0.01;0;0;0;0.02;r
3;0;3;3.547;0.0105;1.434;17249.33;9.7;0;3500;4.57;1;0.06;0.21;0.345;-155;18;0;0;0;0;0;0.02;0;0;0;0.02;r
4;0;4;4.4241;0.0137;2.618;4196.44;28.1;6;22454;6.45;186.35;3.43;0.26;0.411;-15;5;0;1.5;0;7.8;41.5;27.2;5.5;16.5;0;0;i
4;2;2;2.1974;0.002;1.438;1540.67;1.96;0;14950;9.8;200.81;4.67;0.6;1414.335;146;278;2.3;0;3.4;0;13.9;1.8;0;38.9;39.54;0.16;l
8;2;1;0.8351;0.0004;4.208;219.97;43.38;2;15060;6.61;136.44;1.48;0.27;208.312;-159;-144;0;1;0;30.6;41.6;4.4;6.7;15.7;0;0;i
6;4;7;6.6203;0.0178;0.096;58112.87;31.55;0;3646;5.18;2;0.09;0.17;2.087;-197;117;0;0;0;0;0;0.01;0;0;0;0.01;r
5;2;8;7.7632;0.0088;1.26;82479.05;76;2;3500;3.73;11;0.07;0.25;1.812;-204;86;0;0;0;0;0;0;0;0;0;0.02;r
5;2;3;3.0101;0.005;2.518;2535.69;1.06;4;17106;5;90.91;1.2;0.52;1.3;-222;-2;0.6;0;0;0;1.1;1.3;1.5;95.5;0;0;d
6;9;9;8.2477;0.0465;0.001;4014.81;18.75;6;84396;3.44;389.86;2.6;0.38;0.658;-163;309;0.2;4.5;0.6;91.3;0;0;0;0;3.4;0;g
5;4;6;6.4482;0.036;1.298;58083.29;58.1;0;3526;6.77;6;0.07;0.15;1.025;-161;53;0;0;0;0;0;0.02;0;0;0;0.01;r
5;2;9;9.4475;0.0884;0.53;132829.65;70.12;1;3500;2.73;4;0.08;0.16;0.991;-221;77;0;0;0;0;0;0;0;0;0;0.01;r
7;6;1;0.7915;0.001;1.253;852.75;81.52;1;3500;7.53;8;0.03;0.29;1.111;-59;81;0;0;0;0;0;0.02;0;0;0;0.01;r
8;0;10;7.5806;0.0602;2.363;22980.76;13.91;3;12634;9.97;167.36;1.86;0.32;0.338;-99;-78;0;1.7;0;31.8;46.1;3.2;4.3;12.9;0;0;i
6;3;10;8.839;0.0517;0.215;21702.95;6.81;1;18025;2.02;45.77;3.11;0.36;0.251;-218;-149;0.3;16;1.5;82.2;0;0;0;0;0;0;g
4;2;9;9.2407;0.081;1.353;105346.75;6.47;0;4188;6.03;12;0.07;0.47;0.988;-171;184;0;0;0;0;0;0.02;0;0;0;0.02;r
2;3;1;1.2501;0.0012;2.255;624.29;31.69;1;11621;8.75;129.42;3.31;0.54;0.89;-153;285;4.1;0;0.8;0;11.1;2.5;0;16.6;64.16;0.74;l
2;1;10;12.9575;0.0111;1.5;28722.86;30.44;6;28067;1.3;46.91;1.02;0.44;1.257;-171;-69;0.3;20.5;0.2;79;0;0;0;0;0;0;g
6;0;3;2.8685;0.002;1.038;4659.4;10.64;2;8402;9.97;115.99;0.79;0.3;0.42;-87;-43;0;0.87;0;20.94;44.02;8.5;7.27;18.4;0;0;i
3;0;2;2.3714;0.0006;0.002;7633.71;24.92;0;3500;2.93;5;0.08;0.4;3.606;-227;-49;0;0;0;0;0;0;0;0;0;0;r
4;3;3;3.1054;0.0124;4.863;2109.6;40.33;3;21978;7.76;202.75;3.23;0.36;1.008;-95;351;2.2;0;0;0;2.2;0;0;95.6;0;0;d
4;1;7;7.0924;0.0358;4.998;19312.02;16.84;0;12827;7.43;126.63;1.18;0.4;1.127;-137;-121;0;1.2;0;18.3;45.5;16.7;6;12.3;0;0;i
9;0;2;1.1949;0.0023;2.513;392.87;18.74;4;17296;3.38;70.32;0.92;0.31;427.835;-218;-118;0;0;0;0;4;0;0;96;0;0;d
5;4;8;7.7544;0.069;1.967;87621.82;13.8;0;3500;6.49;7;0.1;0.65;0.354;-136;137;0;0;0;0;0;0.01;0;0;0;0.02;r
1;3;8;10.2879;0.0256;0.058;1782.97;1.07;7;289272;0.71;264.06;0.65;0.29;5.586;-132;-63;0;20;1.4;78.6;0;0;0;0;0;0;g
4;0;1;1.0584;0.0012;2.51;240.9;29.61;5;22106;7.49;210.73;3.82;0.42;1.299;-111;-78;0;1;0;8.8;53;26.2;1.6;9.4;0;0;i
3;0;9;10.227;0.0047;1.705;8332.86;41.07;7;59880;1.39;114.15;1.72;0.32;0.485;-163;-80;0.2;17.8;0.6;81.4;0;0;0;0;0;0;g
6;4;2;1.861;0.0034;2.503;1124.66;15.69;4;14924;8.82;182.26;2.49;0.56;1.041;-102;192;0.3;0;3.4;0;5.7;1.2;0;20.1;68.83;0.47;l
3;0;8;9.7348;0.0045;0.062;129145.22;63.76;0;3500;2.63;11;0.05;0.75;4.203;-161;182;0;0;0;0;0;0.02;0;0;0;0.02;r
7;5;3;2.5709;0.0016;2.51;2284.04;38.23;4;13884;2.87;48.49;0.52;0.16;2.907;-187;-141;0;0;0;0;4.7;0;1.35;93.95;0;0;d
4;0;7;7.5721;0.0915;1.534;70477.11;70.8;0;4252;7.25;6;0.07;0.52;0.902;-206;56;0;0;0;0;0;0;0;0;0;0.01;r
3;0;7;7.9433;0.0332;0.063;4249.64;72.38;7;72920;2.73;261.64;2.1;0.4;1.029;-202;118;0.1;11.9;0.1;87.7;0;0;0;0;0.2;0;g
8;4;1;0.6301;0.001;4.375;106.37;38.08;0;17909;6.84;149.05;2.28;0.63;1.344;-27;122;2.1;0;3;0;3.3;0;0;91.6;0;0;d
5;6;7;7.0679;0.0371;0.957;70390.57;40.22;2;3500;7.25;2;0.01;0.53;1.503;-222;62;0;0;0;0;0;0;0;0;0;0.02;r
2;2;2;2.6622;0.0013;1.155;494.58;2.6;3;67720;3.46;331.38;2.72;0.38;466.389;-145;-36;0.2;19.1;1.1;79.6;0;0;0;0;0;0;g
5;1;6;6.2249;0.0133;0.015;1016.6;20.53;1;182708;2.84;689.38;3.3;0.34;1.406;-177;250;0;8.4;1.5;86.8;0;0;0;0;3.3;0;g
8;9;2;1.3131;0.004;1.257;2361.56;25.26;2;3500;3.17;4;0.07;0.42;2328.498;-155;-16;0;0;0;0;0;0.01;0;0;0;0;r
9;10;10;6.8146;0.0554;0.265;2826.56;45.24;5;82762;0.93;102.26;1.2;0.4;2.422;-178;-123;0.3;18.8;0.3;80.6;0;0;0;0;0;0;g
8;4;1;0.6767;0.0005;2.385;602.55;18.24;0;3500;6.7;4;0.1;0.25;0.949;-202;-87;0;0;0;0;0;0;0;0;0;0;r
4;3;10;11.2691;0.0614;0.031;183551.83;36.83;2;3500;3.89;2;0.08;0.62;1.769;-264;138;0;0;0;0;0;0;0;0;0;0.01;r
5;2;1;1.0694;0.0011;1.219;1022.95;17.36;0;5309;3.86;3;0.05;0.06;1.177;-38;164;0;0;0;0;0;0.02;0;0;0;0.01;r
10;1;6;2.9778;0.0496;1.375;3925.87;20.42;1;11273;9.07;130.13;1.11;0.33;0.674;-17;5;0;1.1;0;25.6;54.2;9.4;4.2;5.5;0;0;i
5;3;2;2.0378;0.0016;2.623;944.72;10.87;1;20927;8.9;257.89;4.23;0.75;1.251;-164;332;1.3;0;0.1;0;9.9;1.3;0;18.2;69.11;0.09;l
4;1;1;1.0733;0.0012;2.655;221.6;4.28;4;24713;8.19;266.09;2.04;0.67;188.582;174;333;0.6;0;5;0;13.1;1.7;0;40.7;38.22;0.68;l
5;0;1;1.0173;0.0001;2.353;553.68;24.18;3;8876;3.13;34.97;0.22;0.19;545.375;-134;-62;0;0;0;0;3.2;0;0;96.8;0;0;d
2;2;1;1.3071;0.001;1.241;2320.16;23.82;0;3500;5.91;9;0.06;0.11;1.667;-131;60;0;0;0;0;0;0.01;0;0;0;0.01;r
